,Ref to signal ratio,Pulse type,Amplitude,Phase,Q,P,Bob's quadrature,Bob's quadrature value,alpha,T_eff,Rotated Q,Rotated P,Ultimate state,Alice bits,Linear difference
38,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2213364369089147,0.09789388473413217,0.79815940931239,-0.22264149431262006,-0.135501269884078,-0.22264149431262006,011000111000,-0.001305057403705373
39,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1374823546564705,0.09789388473413217,0.79815940931239,-0.13550126988407799,0.22264149431262012,-0.13550126988407799,011011101010,0.001981084772392505
40,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2377085301007752,0.09789388473413217,0.79815940931239,-0.22264149431262006,-0.135501269884078,-0.22264149431262006,011000111000,0.015067035788155131
41,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1395843154945097,0.09789388473413217,0.79815940931239,-0.13550126988407799,0.22264149431262012,-0.13550126988407799,011011101010,0.0040830456104317125
42,2,ref,1.0,0.0,1.0,0.0,Q,0.7968539406517944,0.0949021222304871,0.8004558540002981,0.7968539406517945,0.07585098200453921,-,-,-
43,4,ref,1.0,0.0,1.0,0.0,P,0.0758509820045392,0.0949021222304871,0.8004558540002981,0.7968539406517945,0.07585098200453921,-,-,-
44,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2188684852470817,0.0949021222304871,0.8004558540002981,-0.2236876270876104,-0.13522251672321892,-0.2236876270876104,011000110110,-0.004819141840528701
45,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.136196080125098,0.0949021222304871,0.8004558540002981,-0.13522251672321892,0.22368762708761042,-0.13522251672321892,011011101011,0.0009735634018790962
46,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2360824932412451,0.0949021222304871,0.8004558540002981,-0.2236876270876104,-0.13522251672321892,-0.2236876270876104,011000110110,0.01239486615363472
47,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1395215703952941,0.0949021222304871,0.8004558540002981,-0.13522251672321892,0.22368762708761042,-0.13522251672321892,011011101011,0.00429905367207517
48,2,ref,1.0,0.0,1.0,0.0,Q,0.7918241368443579,0.09383508142811552,0.7953229868254914,0.7918241368443579,0.0745197268091364,-,-,-
49,4,ref,1.0,0.0,1.0,0.0,P,0.0745197268091364,0.09383508142811552,0.7953229868254914,0.7918241368443579,0.0745197268091364,-,-,-
50,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.221016345196498,0.09383508142811552,0.7953229868254914,-0.22239648197814121,-0.1341181820693802,-0.22239648197814121,011000111000,-0.0013801367816432264
51,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.137899214327559,0.09383508142811552,0.7953229868254914,-0.1341181820693802,0.22239648197814127,-0.1341181820693802,011011101101,0.0037810322581788014
52,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2359579796284047,0.09383508142811552,0.7953229868254914,-0.22239648197814121,-0.1341181820693802,-0.22239648197814121,011000111000,0.013561497650263488
53,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1398204742251968,0.09383508142811552,0.7953229868254914,-0.1341181820693802,0.22239648197814127,-0.1341181820693802,011011101101,0.005702292155816607
54,2,ref,1.0,0.0,1.0,0.0,Q,0.7972419135033947,0.08989982754709594,0.8004744443412853,0.7972419135033946,0.07186562041014728,-,-,-
55,4,ref,1.0,0.0,1.0,0.0,P,0.0718656204101473,0.08989982754709594,0.8004744443412853,0.7972419135033946,0.07186562041014728,-,-,-
56,-,signal,0.3265431841527176,-2.6927620644492753,-0.29420076018305985,-0.1416910859027671,Q,-0.2207673179669261,0.08989982754709594,0.8004744443412853,-0.2243664592075061,-0.13410499260718847,-0.2243664592075061,011000110100,-0.0035991412405800005
57,-,signal,0.3265431841527176,2.0196269159354143,-0.14169108590276708,0.2942007601830599,Q,-0.1356944899043307,0.08989982754709594,0.8004744443412853,-0.13410499260718847,0.22436645920750614,-0.13410499260718847,011011101101,0.0015894972971422228
