,Bob's values,Alice's values,Bob's bits,Alice's bits,Hamming distance
133,0.0963136427233758,-,100011000101,-,-
134,0.2207250027871094,0.2105147857973508,100111000011,100110101110,5
135,0.1393795293043307,0.02580167046941174,100100011101,100000110100,4
136,0.2346625029667969,0.2105147857973508,100111100000,100110101110,4
137,0.1428755923700787,0.02580167046941174,100100100100,100000110100,2
138,0.7854360394761442,-,111001000111,-,-
139,0.1001092357460019,-,100011001100,-,-
140,0.2202875028027344,0.21097200302561744,100111000010,100110101111,5
141,0.1407338600582677,0.026889835613838304,100100100000,100000110111,5
142,0.2353187529804687,0.21097200302561744,100111100001,100110101111,4
143,0.1438519703464566,0.026889835613838304,100100100110,100000110111,3
144,0.7851102561160974,-,111001000111,-,-
145,0.1007729165969479,-,100011001110,-,-
146,0.219725002765625,0.21052099690349907,100111000001,100110101110,6
147,0.1409858285519684,0.027021446602686447,100100100000,100000110111,5
148,0.2352250029667969,0.21052099690349907,100111100001,100110101110,5
149,0.1428755923685039,0.027021446602686447,100100100100,100000110111,4
150,0.7789756218643902,-,111000111010,-,-
151,0.1071347761532416,-,100011011011,-,-
152,0.2197562527695312,0.20918415860810094,100111000001,100110101100,5
153,0.1412692931409448,0.028769703926863722,100100100001,100000111010,5
154,0.2350375029589844,0.20918415860810094,100111100001,100110101100,4
155,0.1443559073452756,0.028769703926863722,100100100111,100000111010,5
156,0.7799521055881208,-,111000111100,-,-
157,0.1057346438640726,-,100011011000,-,-
158,0.2199125027695312,0.20982927900419596,100111000010,100110101101,6
159,0.1410488206803149,0.02844562368484702,100100100000,100000111010,4
160,0.2361937529921875,0.20982927900419596,100111100011,100110101101,4
161,0.1443244112889763,0.02844562368484702,100100100111,100000111010,5
162,0.7799243785984405,-,111000111100,-,-
163,0.1090790992486359,-,100011011111,-,-
164,0.2189437527714843,0.2092612294250581,100111000000,100110101100,4
165,0.1400724427129921,0.02926697387555298,100100011110,100000111011,4
166,0.2366000029882813,0.2092612294250581,100111100100,100110101100,2
167,0.1434740175748031,0.02926697387555298,100100100101,100000111011,5
168,0.7825538583427458,-,111001000001,-,-
169,0.1060031454765815,-,100011011000,-,-
170,0.2197250027753906,0.21016529244306598,100111000001,100110101110,6
171,0.1400409466334645,0.028468560766092485,100100011110,100000111010,3
172,0.2368812529765625,0.21016529244306598,100111100100,100110101110,3
173,0.142749608107874,0.028468560766092485,100100100100,100000111010,5
174,0.7791237475223736,-,111000111010,-,-
175,0.1057974505330029,-,100011011000,-,-
176,0.2190863840700389,0.20861189057435303,100111000000,100110101011,5
177,0.1395685057003936,0.028327472039995177,100100011101,100000111001,3
178,0.2360824932431907,0.20861189057435303,100111100011,100110101011,2
179,0.1424661435440944,0.028327472039995177,100100100011,100000111001,4
180,0.7837606359961014,-,111001000100,-,-
181,0.1044314053710402,-,100011010101,-,-
182,0.218756252765625,0.2101544458712447,100110111111,100110101110,2
183,0.1405448836807086,0.028001819840586403,100100011111,100000111001,4
184,0.2358500029765625,0.2101544458712447,100111100010,100110101110,3
185,0.1438519703283464,0.028001819840586403,100100100110,100000111001,6
186,0.7856713300455425,-,111001001000,-,-
187,0.1008287138691543,-,100011001110,-,-
188,0.2195379872558139,0.2100226323447229,100111000001,100110101101,4
189,0.1403559072952755,0.026953143245668793,100100011111,100000110111,3
190,0.2343907006472868,0.2100226323447229,100111011111,100110101101,4
191,0.1420251986570866,0.026953143245668793,100100100010,100000110111,4
192,0.7824871370503388,-,111001000001,-,-
193,0.0993655870020255,-,100011001011,-,-
194,0.2203751965697674,0.20941616556676965,100111000011,100110101100,6
195,0.1389070883649606,0.02659310196164507,100100011100,100000110110,4
196,0.2345147316472868,0.20941616556676965,100111100000,100110101100,3
197,0.1431590569543306,0.02659310196164507,100100100101,100000110110,4
198,0.7851102561326828,-,111001000111,-,-
199,0.0955215705156764,-,100011000011,-,-
200,0.2216625028203125,0.21036935014891767,100111000101,100110101110,5
201,0.1388941193894117,0.025594890090431865,100100011100,100000110100,3
202,0.2346625029921875,0.21036935014891767,100111100000,100110101110,4
203,0.1420627469007843,0.025594890090431865,100100100010,100000110100,4
204,0.7828651284496123,-,111001000010,-,-
205,0.0946901979546274,-,100011000001,-,-
206,0.2186387624457364,0.20925825910344278,100110111111,100110101100,3
207,0.1399921586447058,0.025310497629887744,100100011110,100000110011,5
208,0.2353829487073644,0.20925825910344278,100111100001,100110101100,4
209,0.1421568645568627,0.025310497629887744,100100100010,100000110011,3
210,0.787004300730994,-,111001001010,-,-
211,0.0900297765417531,-,100010111000,-,-
212,0.220912502796875,0.21121768889142345,100111000100,100110110000,4
213,0.1393960801945098,0.02416236012293428,100100011101,100000110001,4
214,0.2357250029746094,0.21121768889142345,100111100010,100110110000,3
215,0.1426901978878431,0.02416236012293428,100100100100,100000110001,4
216,0.7889190366760974,-,111001001110,-,-
217,0.0952145259429734,-,100011000010,-,-
218,0.2192875027636719,0.21128765456519694,100111000000,100110110000,3
219,0.1383401592299212,0.02550027687478344,100100011011,100000110100,6
220,0.237506253,0.21128765456519694,100111100110,100110110000,4
221,0.1413007892114173,0.02550027687478344,100100100001,100000110100,4
222,0.7885742620242013,-,111001001110,-,-
223,0.0927964689771246,-,100010111101,-,-
224,0.2198170570077519,0.21145551637482624,100111000001,100110110000,4
225,0.1397574820901574,0.024883294079304084,100100011110,100000110010,4
226,0.2358480649903101,0.21145551637482624,100111100010,100110110000,3
227,0.1430015766082677,0.024883294079304084,100100100100,100000110010,4
228,0.7883687622802733,-,111001001101,-,-
229,0.0916964061228668,-,100010111011,-,-
230,0.2200062527988281,0.2109936786777151,100111000010,100110101111,5
231,0.1380591456996108,0.024541005396293475,100100011010,100000110010,3
232,0.2358500029726563,0.2109936786777151,100111100010,100110101111,4
233,0.1424482508307392,0.024541005396293475,100100100011,100000110010,3
234,0.7858814936978558,-,111001001000,-,-
235,0.0906588253551862,-,100010111001,-,-
236,0.2203812527890625,0.210449307440418,100111000011,100110101110,5
237,0.1385490213572549,0.024277307917745627,100100011011,100000110001,4
238,0.2358812529726562,0.210449307440418,100111100010,100110101110,3
239,0.1418745116349019,0.024277307917745627,100100100010,100000110001,4
240,0.7886885113109162,-,111001001110,-,-
241,0.0921055955687929,-,100010111100,-,-
242,0.2200687527519531,0.21061785921088266,100111000010,100110101111,5
243,0.1375842536996062,0.02459663489683445,100100011001,100000110010,5
244,0.2348187529726562,0.21061785921088266,100111100000,100110101111,5
245,0.1422771671811023,0.02459663489683445,100100100011,100000110010,3
246,0.7851131905058139,-,111001000111,-,-
247,0.0971301294963002,-,100011000110,-,-
248,0.217894576372093,0.20965383382870123,100110111110,100110101101,3
249,0.1398834663602362,0.02593728429916976,100100011110,100000110101,5
250,0.23587907275,0.20965383382870123,100111100010,100110101101,5
251,0.141647245893307,0.02593728429916976,100100100001,100000110101,3
252,0.781587938150925,-,111000111111,-,-
253,0.10195054173421,-,100011010000,-,-
254,0.2198812527714844,0.20897899484422294,100111000010,100110101011,4
255,0.1395055135838582,0.02725927652599608,100100011101,100000110111,4
256,0.2341937529628906,0.20897899484422294,100111011111,100110101011,4
257,0.1429070884279527,0.02725927652599608,100100100100,100000110111,4
258,0.782086477600779,-,111001000000,-,-
259,0.1046357584132613,-,100011010110,-,-
260,0.2209125027929687,0.20964544757628745,100111000100,100110101101,4
261,0.1394740175287401,0.02804857395351873,100100011101,100000111001,3
262,0.23469375296875,0.20964544757628745,100111100000,100110101101,4
263,0.1430645687555118,0.02804857395351873,100100100100,100000111001,5
264,0.7795470423106134,-,111000111011,-,-
265,0.1111831228529244,-,100011100011,-,-
266,0.2205687527910156,0.20913014886193537,100111000011,100110101100,6
267,0.1408913403555118,0.029827248095570545,100100100000,100000111101,5
268,0.2351000029628906,0.20913014886193537,100111100001,100110101100,4
269,0.1423086632342519,0.029827248095570545,100100100011,100000111101,5
270,0.7794822967241046,-,111000111011,-,-
271,0.1145375267745579,-,100011101010,-,-
272,0.2198480647945736,0.2095725783790299,100111000010,100110101100,5
273,0.1413952773996062,0.030794701699039813,100100100001,100000111111,5
274,0.2352589176957364,0.2095725783790299,100111100001,100110101100,4
275,0.1449543325669291,0.030794701699039813,100100101000,100000111111,5
276,0.7747421430488759,-,111000110001,-,-
277,0.1200585861865955,-,100011110101,-,-
278,0.2193333361156863,0.20834792017093698,100111000000,100110101010,4
279,0.1421992236167314,0.03228681562642486,100100100011,100001000010,4
280,0.2353960814078431,0.20834792017093698,100111100001,100110101010,4
281,0.1449696516723735,0.03228681562642486,100100101000,100001000010,5
282,0.7749355524634859,-,111000110010,-,-
283,0.1210588258658725,-,100011110111,-,-
284,0.2186937527441406,0.20797197920338334,100110111111,100110101001,3
285,0.1427529429882353,0.03248895154613456,100100100100,100001000010,5
286,0.2351000029726563,0.20797197920338334,100111100001,100110101001,2
287,0.1437882371447058,0.03248895154613456,100100100110,100001000010,4
288,0.7752772050419103,-,111000110010,-,-
289,0.1255917428295968,-,100100000001,-,-
290,0.2174750027207031,0.20710381651893123,100110111101,100110100111,3
291,0.1418677183503936,0.03354997295692125,100100100010,100001000100,5
292,0.2321937529472656,0.20710381651893123,100111011011,100110100111,5
293,0.1466236239212598,0.03354997295692125,100100101100,100001000100,4
294,0.7715033258557504,-,111000101011,-,-
295,0.1278886946978367,-,100100000101,-,-
296,0.2193812527441406,0.20769796998309722,100111000001,100110101001,3
297,0.1427181120531495,0.03442917403248516,100100100100,100001000110,4
298,0.2351937529804688,0.20769796998309722,100111100001,100110101001,2
299,0.1457732302303149,0.03442917403248516,100100101010,100001000110,5
300,0.7727629388760976,-,111000101101,-,-
301,0.1308313750801568,-,100100001011,-,-
302,0.2192250027851562,0.20791190770460427,100111000000,100110101001,4
303,0.1441647077305882,0.03520018806814619,100100100111,100001001000,7
304,0.2335687529550781,0.20791190770460427,100111011110,100110101001,6
305,0.1465176489392156,0.03520018806814619,100100101011,100001001000,5
306,0.7671187619794921,-,111000100010,-,-
307,0.137484482003831,-,100100011001,-,-
308,0.2171312527441406,0.20565877533432483,100110111100,100110100100,2
309,0.1425291356712598,0.036858556455353346,100100100011,100001001011,4
310,0.2336937529765625,0.20565877533432483,100111011110,100110100100,5
311,0.1476944900704724,0.036858556455353346,100100101110,100001001011,5
312,0.7673463534409756,-,111000100010,-,-
313,0.1383025367482943,-,100100011011,-,-
314,0.2187562527539062,0.20627891509101198,100110111111,100110100110,3
315,0.1444437518457031,0.03717864443721161,100100100111,100001001100,6
316,0.2331000029433594,0.20627891509101198,100111011101,100110100110,6
317,0.1468500018687499,0.03717864443721161,100100101100,100001001100,3
318,0.7689229388253659,-,111000100101,-,-
319,0.1379625026262988,-,100100011010,-,-
320,0.21860000275,0.20690182282726144,100110111111,100110100111,2
321,0.1444750018554687,0.037122957105165735,100100100111,100001001011,5
322,0.2342562529726563,0.20690182282726144,100111011111,100110100111,4
323,0.1461937518671874,0.037122957105165735,100100101011,100001001011,3
324,0.7679477702680311,-,111000100011,-,-
325,0.1361795301952755,-,100100010110,-,-
326,0.2196937527480469,0.20642645508531182,100111000001,100110100110,5
327,0.1429070884641732,0.03660542912128318,100100100100,100001001010,6
328,0.2336625029628906,0.20642645508531182,100111011110,100110100110,4
329,0.1459937026515747,0.03660542912128318,100100101010,100001001010,3
